Time,Trigger,Signal
1.72e-08,0.0,0.0
1.7399999999999997e-08,0.0,0.0
1.76e-08,0.0,0.0
1.7799999999999997e-08,0.0,0.0
1.8e-08,0.0,0.0
1.8199999999999998e-08,0.0,0.0
1.84e-08,0.0,0.0
1.8599999999999998e-08,0.0,0.0
1.88e-08,0.0,0.0
1.8999999999999998e-08,0.0,0.0
1.92e-08,0.0,0.0
1.94e-08,0.0,0.0
1.9599999999999997e-08,0.0,0.0
1.98e-08,0.0,0.0
1.9999999999999997e-08,0.0,0.0
2.02e-08,0.0,0.0
2.0399999999999997e-08,0.0,0.0
2.06e-08,0.0,0.0
2.0799999999999998e-08,0.0,0.0
2.1e-08,0.0,0.0
2.1199999999999998e-08,0.0,0.0
2.1399999999999996e-08,0.0,0.0
2.1599999999999998e-08,0.0,0.0
2.1799999999999997e-08,0.0,0.0
2.2e-08,0.0,0.0
2.2199999999999997e-08,0.0,0.0
2.24e-08,0.0,0.0
2.2599999999999997e-08,0.0,0.0
2.28e-08,0.0,0.0
2.2999999999999998e-08,0.0,0.0
2.32e-08,0.0,0.0
2.3399999999999998e-08,0.0,0.0
2.3599999999999996e-08,0.0,0.0
2.3799999999999998e-08,0.0,0.0
2.3999999999999997e-08,0.0,0.0
2.4199999999999998e-08,0.0,0.0
2.4399999999999997e-08,0.0,0.0
2.46e-08,0.0,0.0
2.4799999999999997e-08,0.0,0.0
2.5e-08,0.0,0.0
2.5199999999999997e-08,0.0,0.0
2.54e-08,0.0,0.0
2.5599999999999998e-08,0.0,0.0
2.5799999999999996e-08,0.0,0.0
2.5999999999999998e-08,0.0,0.0
2.6199999999999996e-08,0.0,0.0
2.6399999999999998e-08,0.0,0.0
2.6599999999999997e-08,0.0,0.0
2.68e-08,0.0,0.0
2.6999999999999997e-08,0.0,0.0
2.72e-08,0.0,0.0
2.7399999999999997e-08,0.0,0.0
2.76e-08,0.0,0.0
2.7799999999999997e-08,0.0,0.0
2.7999999999999996e-08,0.0,0.0
2.8199999999999998e-08,0.0,0.0
2.8399999999999996e-08,0.0,0.0
2.8599999999999998e-08,0.0,0.0
2.8799999999999996e-08,0.0,0.0
2.8999999999999998e-08,0.0,0.0
2.9199999999999997e-08,0.0,0.0
2.94e-08,0.0,0.0
2.9599999999999997e-08,0.0,0.0
2.98e-08,0.0,0.0
3e-08,0.0,0.0
3.02e-08,0.0,0.0
3.0399999999999994e-08,0.0,0.0
3.0599999999999996e-08,0.0,0.0
3.08e-08,0.0,0.0
3.1e-08,0.0,0.0
3.1199999999999995e-08,0.0,0.0
3.1399999999999997e-08,0.0,0.0
3.16e-08,0.0,0.0
3.18e-08,0.0,0.0
3.1999999999999995e-08,0.0,0.0
3.22e-08,0.0,0.0
3.24e-08,0.0,0.0
3.2599999999999994e-08,0.0,0.0
3.2799999999999996e-08,0.0,0.0
3.3e-08,0.0,0.0
3.32e-08,0.0,0.0
3.3399999999999995e-08,0.0,0.0
3.3599999999999996e-08,0.0,0.0
3.38e-08,0.0,0.0
3.4e-08,0.0,0.0
3.4199999999999995e-08,0.0,0.0
3.44e-08,0.0,0.0
3.46e-08,0.0,0.0
3.4799999999999994e-08,0.0,0.0
3.4999999999999996e-08,0.0,0.0
3.52e-08,0.0,0.0
3.54e-08,0.0,0.0
3.5599999999999995e-08,0.0,0.0
3.5799999999999996e-08,0.0,0.0
3.6e-08,0.0,0.0
3.62e-08,0.0,0.0
3.6399999999999995e-08,0.0,0.0
3.66e-08,0.0,0.0
3.68e-08,0.0,0.0
3.6999999999999994e-08,0.0,0.0
3.7199999999999996e-08,0.0,0.0
3.74e-08,0.0,0.0
3.76e-08,0.0,0.0
3.7799999999999994e-08,0.0,0.0
3.7999999999999996e-08,0.0,0.0
3.82e-08,0.0,0.0
3.84e-08,0.0,0.0
3.8599999999999995e-08,0.0,0.0
3.88e-08,0.0,0.0
3.9e-08,0.0,0.0
3.9199999999999994e-08,0.0,0.0
3.9399999999999995e-08,0.0,0.0
3.96e-08,0.0,0.0
3.98e-08,0.0,0.0
3.9999999999999994e-08,0.0,0.0
4.0199999999999996e-08,0.0,0.0
4.04e-08,0.0,0.0
4.059999999999999e-08,0.0,0.0
4.0799999999999995e-08,0.0,0.0
4.0999999999999997e-08,0.0,0.0
4.12e-08,0.0,0.0
4.1399999999999994e-08,0.0,0.0
4.1599999999999995e-08,0.0,0.0
4.18e-08,0.0,0.0
4.2e-08,0.0,0.0
4.2199999999999994e-08,0.0,0.0
4.2399999999999996e-08,0.0,0.0
4.26e-08,0.0,0.0
4.279999999999999e-08,0.0,0.0
4.2999999999999995e-08,0.0,0.0
4.3199999999999996e-08,0.0,0.0
4.34e-08,0.0,0.0
4.3599999999999993e-08,0.0,0.0
4.3799999999999995e-08,0.0,0.0
4.4e-08,0.0,0.0
4.42e-08,0.0,0.0
4.4399999999999994e-08,0.0,0.0
4.4599999999999996e-08,0.0,0.0
4.48e-08,0.0,0.0
4.499999999999999e-08,0.0,0.0
4.5199999999999994e-08,0.0,0.0
4.5399999999999996e-08,0.0,0.0
4.56e-08,0.0,0.0
4.579999999999999e-08,0.0,0.0
4.5999999999999995e-08,0.0,0.0
4.62e-08,0.0,0.0
4.64e-08,0.0,0.0
4.6599999999999994e-08,0.0,0.0
4.6799999999999996e-08,0.0,0.0
4.7e-08,0.0,0.0
4.719999999999999e-08,0.0,0.0
4.7399999999999994e-08,0.0,0.0
4.7599999999999996e-08,0.0,0.0
4.78e-08,0.0,0.0
4.799999999999999e-08,0.0,0.0
4.8199999999999995e-08,0.0,0.0
4.8399999999999997e-08,0.0,0.0
4.86e-08,0.0,0.0
4.8799999999999994e-08,0.0,0.0
4.8999999999999995e-08,0.0,0.0
4.92e-08,0.0,0.0
4.939999999999999e-08,0.0,0.0
4.9599999999999994e-08,0.0,0.0
4.9799999999999996e-08,0.0,0.0
5e-08,0.0,0.0
5.019999999999999e-08,0.0,0.0
5.0399999999999995e-08,0.0,0.0
5.0599999999999996e-08,0.0,0.0
5.08e-08,0.0,0.0
5.0999999999999993e-08,0.0,0.0
5.1199999999999995e-08,0.0,0.0
5.14e-08,0.0,0.0
5.159999999999999e-08,0.0,0.0
5.1799999999999994e-08,0.0,0.0
5.1999999999999996e-08,0.0,0.0
5.22e-08,0.0,0.0
5.239999999999999e-08,0.0,0.0
5.2599999999999995e-08,0.0,0.0
5.2799999999999996e-08,0.0,0.0
5.3e-08,0.0,0.0
5.319999999999999e-08,0.0,0.0
5.3399999999999995e-08,0.0,0.0
5.36e-08,0.0,0.0
5.379999999999999e-08,0.0,0.0
5.3999999999999994e-08,0.0,0.0
5.4199999999999996e-08,0.0,0.0
5.44e-08,0.0,0.0
5.459999999999999e-08,0.0,0.0
5.4799999999999994e-08,0.0,0.0
5.4999999999999996e-08,0.0,0.0
5.52e-08,0.0,0.0
5.539999999999999e-08,0.0,0.0
5.5599999999999995e-08,0.0,0.0
5.58e-08,0.0,0.0
5.599999999999999e-08,0.0,0.0
5.6199999999999994e-08,0.0,0.0
5.6399999999999995e-08,0.0,0.0
5.66e-08,0.0,0.0
5.679999999999999e-08,0.0,0.0
5.6999999999999994e-08,0.0,0.0
5.7199999999999996e-08,0.0,0.0
5.74e-08,0.0,0.0
5.759999999999999e-08,0.0,0.0
5.7799999999999995e-08,0.0,0.0
5.7999999999999997e-08,0.0,0.0
5.819999999999999e-08,0.0,0.0
5.8399999999999994e-08,0.0,0.0
5.8599999999999995e-08,0.0,0.0
5.88e-08,0.0,0.0
5.899999999999999e-08,0.0,0.0
5.9199999999999994e-08,0.0,0.0
5.9399999999999996e-08,0.0,0.0
5.96e-08,0.0,0.0
5.979999999999999e-08,0.0,0.0
6e-08,0.0,0.0
6.02e-08,0.0,0.0
6.04e-08,0.0,0.0
6.06e-08,0.0,0.0
6.079999999999999e-08,0.0,0.0
6.099999999999999e-08,0.0,0.0
6.119999999999999e-08,0.0,0.0
6.14e-08,0.0,0.0
6.16e-08,0.0,0.0
6.18e-08,0.0,0.0
6.2e-08,0.0,0.0
6.219999999999999e-08,0.0,0.0
6.239999999999999e-08,0.0,0.0
6.259999999999999e-08,0.0,0.0
6.279999999999999e-08,0.0,0.0
6.3e-08,0.0,0.0
6.32e-08,0.0,0.0
6.34e-08,0.0,0.0
6.36e-08,0.0,0.0
6.379999999999999e-08,0.0,0.0
6.399999999999999e-08,0.0,0.0
6.419999999999999e-08,0.0,0.0
6.44e-08,0.0,0.0
6.46e-08,0.0,0.0
6.48e-08,0.0,0.0
6.5e-08,0.0,0.0
6.519999999999999e-08,0.0,0.0
6.539999999999999e-08,0.0,0.0
6.559999999999999e-08,0.0,0.0
6.58e-08,0.0,0.0
6.6e-08,0.0,0.0
6.62e-08,0.0,0.0
6.64e-08,0.0,0.0
6.659999999999999e-08,0.0,0.0
6.679999999999999e-08,0.0,0.0
6.699999999999999e-08,0.0,0.0
6.719999999999999e-08,0.0,0.0
6.74e-08,0.0,0.0
6.76e-08,0.0,0.0
6.78e-08,0.0,0.0
6.8e-08,0.0,0.0
6.819999999999999e-08,0.0,0.0
6.839999999999999e-08,0.0,0.0
6.859999999999999e-08,0.0,0.0
6.88e-08,0.0,0.0
6.9e-08,0.0,0.0
6.92e-08,0.0,0.0
6.94e-08,0.0,0.0
6.959999999999999e-08,0.0,0.0
6.979999999999999e-08,0.0,0.0
6.999999999999999e-08,0.0,0.0
7.019999999999999e-08,0.0,0.0
7.04e-08,0.0,0.0
7.06e-08,0.0,0.0
7.08e-08,0.0,0.0
7.099999999999999e-08,0.0,0.0
7.119999999999999e-08,0.0,0.0
7.139999999999999e-08,0.0,0.0
7.159999999999999e-08,0.0,0.0
7.18e-08,0.0,0.0
7.2e-08,0.0,0.0
7.22e-08,0.0,0.0
7.24e-08,0.0,0.0
7.259999999999999e-08,0.0,0.0
7.279999999999999e-08,0.0,0.0
7.299999999999999e-08,0.0,0.0
7.32e-08,0.0,0.0
7.34e-08,0.0,0.0
7.36e-08,0.0,0.0
7.38e-08,0.0,0.0
7.399999999999999e-08,0.0,0.0
7.419999999999999e-08,0.0,0.0
7.439999999999999e-08,0.0,0.0
7.459999999999999e-08,0.0,0.0
7.48e-08,0.0,0.0
7.5e-08,0.0,0.0
7.52e-08,0.0,0.0
7.539999999999999e-08,0.0,0.0
7.559999999999999e-08,0.0,0.0
7.579999999999999e-08,0.0,0.0
7.599999999999999e-08,0.0,0.0
7.62e-08,0.0,0.0
7.64e-08,0.0,0.0
7.66e-08,0.0,0.0
7.68e-08,0.0,0.0
7.699999999999999e-08,0.0,0.0
7.719999999999999e-08,0.0,0.0
7.739999999999999e-08,0.0,0.0
7.76e-08,0.0,0.0
7.78e-08,0.0,0.0
7.8e-08,0.0,0.0
7.82e-08,0.0,0.0
7.839999999999999e-08,0.0,0.0
7.859999999999999e-08,0.0,0.0
7.879999999999999e-08,0.0,0.0
7.899999999999999e-08,0.0,0.0
7.92e-08,0.0,0.0
7.94e-08,0.0,0.0
7.96e-08,0.0,0.0
7.979999999999999e-08,0.0,0.0
7.999999999999999e-08,0.0,0.0
8.019999999999999e-08,0.0,0.0
8.039999999999999e-08,0.0,0.0
8.06e-08,0.0,0.0
8.08e-08,0.0,0.0
8.1e-08,0.0,0.0
8.119999999999999e-08,0.0,0.0
8.139999999999999e-08,0.0,0.0
8.159999999999999e-08,0.0,0.0
8.179999999999999e-08,0.0,0.0
8.199999999999999e-08,0.0,0.0
8.22e-08,0.0,0.0
8.24e-08,0.0,0.0
8.26e-08,0.0,0.0
8.279999999999999e-08,0.0,0.0
8.299999999999999e-08,0.0,0.0
8.319999999999999e-08,0.0,0.0
8.339999999999999e-08,0.0,0.0
8.36e-08,0.0,0.0
8.38e-08,0.0,0.0
8.4e-08,0.0,0.0
8.419999999999999e-08,0.0,0.0
8.439999999999999e-08,0.0,0.0
8.459999999999999e-08,0.0,0.0
8.479999999999999e-08,0.0,0.0
8.5e-08,0.0,0.0
8.52e-08,0.0,0.0
8.54e-08,0.0,0.0
8.559999999999999e-08,0.0,0.0
8.579999999999999e-08,0.0,0.0
8.599999999999999e-08,0.0,0.0
8.619999999999999e-08,0.0,0.0
8.639999999999999e-08,0.0,0.0
8.66e-08,0.0,0.0
8.68e-08,0.0,0.0
8.7e-08,0.0,0.0
8.719999999999999e-08,0.0,0.0
8.739999999999999e-08,0.0,0.0
8.759999999999999e-08,0.0,0.0
8.779999999999999e-08,0.0,0.0
8.8e-08,0.0,0.0
8.82e-08,0.0,0.0
8.84e-08,0.0,0.0
8.859999999999999e-08,0.0,0.0
8.879999999999999e-08,0.0,0.0
8.899999999999999e-08,0.0,0.0
8.919999999999999e-08,0.0,0.0
8.939999999999999e-08,0.0,0.0
8.96e-08,0.0,0.0
8.98e-08,0.0,0.0
8.999999999999999e-08,0.0,0.0
9.019999999999999e-08,0.0,0.0
9.039999999999999e-08,0.0,0.0
9.059999999999999e-08,0.0,0.0
9.079999999999999e-08,0.0,0.0
9.1e-08,0.0,0.0
9.12e-08,0.0,0.0
9.14e-08,0.0,0.0
9.159999999999999e-08,0.0,0.0
9.179999999999999e-08,0.0,0.0
9.199999999999999e-08,0.0,0.0
9.219999999999999e-08,0.0,0.0
9.24e-08,0.0,0.0
9.26e-08,0.0,0.0
9.28e-08,0.0,0.0
9.299999999999999e-08,0.0,0.0
9.319999999999999e-08,0.0,0.0
9.339999999999999e-08,0.0,0.0
9.359999999999999e-08,0.0,0.0
9.379999999999999e-08,0.0,0.0
9.4e-08,0.0,0.0
9.42e-08,0.0,0.0
9.439999999999999e-08,0.0,0.0
9.459999999999999e-08,0.0,0.0
9.479999999999999e-08,0.0,0.0
9.499999999999999e-08,0.0,0.0
9.519999999999999e-08,0.0,0.0
9.54e-08,0.0,0.0
9.56e-08,0.0,0.0
9.58e-08,0.0,0.0
9.599999999999999e-08,0.0,0.0
9.619999999999999e-08,0.0,0.0
9.639999999999999e-08,0.0,0.0
9.659999999999999e-08,0.0,0.0
9.679999999999999e-08,0.0,0.0
9.7e-08,0.0,0.0
9.72e-08,0.0,0.0
9.739999999999999e-08,0.0,0.0
9.759999999999999e-08,0.0,0.0
9.779999999999999e-08,0.0,0.0
9.799999999999999e-08,0.0,0.0
9.819999999999999e-08,0.0,0.0
9.84e-08,0.0,0.0
9.86e-08,0.0,0.0
9.879999999999998e-08,0.0,0.0
9.899999999999999e-08,0.0,0.0
9.919999999999999e-08,0.0,0.0
9.939999999999999e-08,0.0,0.0
9.959999999999999e-08,0.0,0.0
9.98e-08,0.0,0.0
1e-07,0.0,0.0
1.002e-07,0.0,0.0
1.0039999999999999e-07,0.0,0.0
1.0059999999999999e-07,0.0,0.0
1.0079999999999999e-07,0.0,0.0
1.0099999999999999e-07,0.0,0.0
1.0119999999999999e-07,0.0,0.0
1.014e-07,0.0,0.0
1.016e-07,0.0,0.0
1.0179999999999999e-07,0.0,0.0
1.0199999999999999e-07,0.0,0.0
1.0219999999999999e-07,0.0,0.0
1.0239999999999999e-07,0.0,0.0
1.0259999999999999e-07,0.0,0.0
1.028e-07,0.0,0.0
1.03e-07,0.0,0.0
1.0319999999999998e-07,0.0,0.0
1.0339999999999999e-07,0.0,0.0
1.0359999999999999e-07,0.0,0.0
1.0379999999999999e-07,0.0,0.0
1.0399999999999999e-07,0.0,0.0
1.0419999999999999e-07,0.0,0.0
1.044e-07,0.0,0.0
1.0459999999999998e-07,0.0,0.0
1.0479999999999999e-07,0.0,0.0
1.0499999999999999e-07,0.0,0.0
1.0519999999999999e-07,0.0,0.0
1.0539999999999999e-07,0.0,0.0
1.0559999999999999e-07,0.0,0.0
1.058e-07,0.0,0.0
1.06e-07,0.0,0.0
1.0619999999999998e-07,0.0,0.0
1.0639999999999999e-07,0.0,0.0
1.0659999999999999e-07,0.0,0.0
1.0679999999999999e-07,0.0,0.0
1.0699999999999999e-07,0.0,0.0
1.072e-07,0.0,0.0
1.074e-07,0.0,0.0
1.0759999999999998e-07,0.0,0.0
1.0779999999999999e-07,0.0,0.0
1.0799999999999999e-07,0.0,0.0
1.0819999999999999e-07,0.0,0.0
1.0839999999999999e-07,0.0,0.0
1.0859999999999999e-07,0.0,0.0
1.088e-07,0.0,0.0
1.0899999999999998e-07,0.0,0.0
1.0919999999999999e-07,0.0,0.0
1.0939999999999999e-07,0.0,0.0
1.0959999999999999e-07,0.0,0.0
1.0979999999999999e-07,0.0,0.0
1.0999999999999999e-07,0.0,0.0
1.102e-07,0.0,0.0
1.104e-07,0.0,0.0
1.1059999999999998e-07,0.0,0.0
1.1079999999999999e-07,0.0,0.0
1.1099999999999999e-07,0.0,0.0
1.1119999999999999e-07,0.0,0.0
1.1139999999999999e-07,0.0,0.0
1.116e-07,0.0,0.0
1.118e-07,0.0,0.0
1.1199999999999998e-07,0.0,0.0
1.1219999999999999e-07,0.0,0.0
1.1239999999999999e-07,0.0,0.0
1.1259999999999999e-07,0.0,0.0
1.1279999999999999e-07,0.0,0.0
1.1299999999999999e-07,0.0,0.0
1.132e-07,0.0,0.0
1.1339999999999998e-07,0.0,0.0
1.1359999999999998e-07,0.0,0.0
1.1379999999999999e-07,0.0,0.0
1.1399999999999999e-07,0.0,0.0
1.1419999999999999e-07,0.0,0.0
1.1439999999999999e-07,0.0,0.0
1.146e-07,0.0,0.0
1.148e-07,0.0,0.0
1.1499999999999998e-07,0.0,0.0
1.1519999999999999e-07,0.0,0.0
1.1539999999999999e-07,0.0,0.0
1.1559999999999999e-07,0.0,0.0
1.1579999999999999e-07,0.0,0.0
1.1599999999999999e-07,0.0,0.0
1.162e-07,0.0,0.0
1.1639999999999998e-07,0.0,0.0
1.1659999999999999e-07,0.0,0.0
1.1679999999999999e-07,0.0,0.0
1.1699999999999999e-07,0.0,0.0
1.1719999999999999e-07,0.0,0.0
1.1739999999999999e-07,0.0,0.0
1.176e-07,0.0,0.0
1.1779999999999998e-07,0.0,0.0
1.1799999999999998e-07,0.0,0.0
1.1819999999999999e-07,0.0,0.0
1.1839999999999999e-07,0.0,0.0
1.1859999999999999e-07,0.0,0.0
1.1879999999999999e-07,0.0,0.0
1.19e-07,0.0,0.0
1.192e-07,0.0,0.0
1.194e-07,0.0,0.0
1.1959999999999999e-07,0.0,0.0
1.198e-07,0.0,0.0
1.2e-07,0.0,0.0
1.2019999999999998e-07,0.0,0.0
1.204e-07,0.0,0.0
1.2059999999999998e-07,0.0,0.0
1.208e-07,0.0,0.0
1.2099999999999998e-07,0.0,0.0
1.212e-07,0.0,0.0
1.214e-07,0.0,0.0
1.2159999999999998e-07,0.0,0.0
1.218e-07,0.0,0.0
1.2199999999999998e-07,0.0,0.0
1.222e-07,0.0,0.0
1.2239999999999998e-07,0.0,0.0
1.226e-07,0.0,0.0
1.228e-07,0.0,0.0
1.2299999999999998e-07,0.0,0.0
1.232e-07,0.0,0.0
1.2339999999999998e-07,0.0,0.0
1.236e-07,0.0,0.0
1.2379999999999998e-07,0.0,0.0
1.24e-07,0.0,0.0
1.242e-07,0.0,0.0
1.2439999999999998e-07,0.0,0.0
1.246e-07,0.0,0.0
1.2479999999999998e-07,0.0,0.0
1.25e-07,0.0,0.0
1.2519999999999998e-07,0.0,0.0
1.254e-07,0.0,0.0
1.2559999999999999e-07,0.0,0.0
1.258e-07,0.0,0.0
1.26e-07,0.0,0.0
1.2619999999999998e-07,0.0,0.0
1.264e-07,0.0,0.0
1.2659999999999998e-07,0.0,0.0
1.268e-07,0.0,0.0
1.2699999999999999e-07,0.0,0.0
1.272e-07,0.0,0.0
1.274e-07,0.0,0.0
1.2759999999999998e-07,0.0,0.0
1.278e-07,0.0,0.0
1.2799999999999998e-07,0.0,0.0
1.282e-07,0.0,0.0
1.2839999999999999e-07,0.0,0.0
1.286e-07,0.0,0.0
1.288e-07,0.0,0.0
1.2899999999999998e-07,0.0,0.0
1.292e-07,0.0,0.0
1.2939999999999998e-07,0.0,0.0
1.296e-07,0.0,0.0
1.2979999999999998e-07,0.0,0.0
1.3e-07,0.0,0.0
1.302e-07,0.0,0.0
1.3039999999999998e-07,0.0,0.0
1.306e-07,0.0,0.0
1.3079999999999998e-07,0.0,0.0
1.31e-07,0.0,0.0
1.3119999999999998e-07,0.0,0.0
1.314e-07,0.0,0.0
1.316e-07,0.0,0.0
1.3179999999999998e-07,0.0,0.0
1.32e-07,0.0,0.0
1.3219999999999998e-07,0.0,0.0
1.324e-07,0.0,0.0
1.3259999999999998e-07,0.0,0.0
1.328e-07,0.0,0.0
1.3299999999999999e-07,0.0,0.0
1.3319999999999998e-07,0.0,0.0
1.334e-07,0.0,0.0
1.3359999999999998e-07,0.0,0.0
1.338e-07,0.0,0.0
1.3399999999999998e-07,0.0,0.0
1.342e-07,0.0,0.0
1.3439999999999999e-07,0.0,0.0
1.3459999999999997e-07,0.0,0.0
1.348e-07,0.0,0.0
1.3499999999999998e-07,0.0,0.0
1.352e-07,0.0,0.0
1.3539999999999998e-07,0.0,0.0
1.356e-07,0.0,0.0
1.3579999999999999e-07,0.0,0.0
1.36e-07,0.0,0.0
1.362e-07,0.0,0.0
1.3639999999999998e-07,0.0,0.0
1.366e-07,0.0,0.0
1.3679999999999998e-07,0.0,0.0
1.37e-07,0.0,0.0
1.3719999999999998e-07,0.0,0.0
1.374e-07,0.0,0.0
1.376e-07,0.0,0.0
1.3779999999999998e-07,0.0,0.0
1.38e-07,0.0,0.0
1.3819999999999998e-07,0.0,0.0
1.384e-07,0.0,0.0
1.3859999999999998e-07,0.0,0.0
1.388e-07,0.0,0.0
1.39e-07,0.0,0.0
1.3919999999999998e-07,0.0,0.0
1.394e-07,0.0,0.0
1.3959999999999998e-07,0.0,0.0
1.398e-07,0.0,0.0
1.3999999999999998e-07,0.0,0.0
1.402e-07,0.0,0.0
1.4039999999999999e-07,0.0,0.0
1.4059999999999998e-07,0.0,0.0
1.408e-07,0.0,0.0
1.4099999999999998e-07,0.0,0.0
1.412e-07,0.0,0.0
1.4139999999999998e-07,0.0,0.0
1.416e-07,0.0,0.0
1.4179999999999999e-07,0.0,0.0
1.4199999999999997e-07,0.0,0.0
1.422e-07,0.0,0.0
1.4239999999999998e-07,0.0,0.0
1.426e-07,0.0,0.0
1.4279999999999998e-07,0.0,0.0
1.43e-07,0.0,0.0
1.4319999999999999e-07,0.0,0.0
1.4339999999999997e-07,0.0,0.0
1.436e-07,0.0,0.0
1.4379999999999998e-07,0.0,0.0
1.44e-07,0.0,0.0
1.4419999999999998e-07,0.0,0.0
1.444e-07,0.0,0.0
1.4459999999999998e-07,0.0,0.0
1.448e-07,0.0,0.0
1.45e-07,0.0,0.0
1.4519999999999998e-07,0.0,0.0
1.454e-07,0.0,0.0
1.4559999999999998e-07,0.0,0.0
1.458e-07,0.0,0.0
1.4599999999999998e-07,0.0,0.0
1.462e-07,0.0,0.0
1.464e-07,0.0,0.0
1.4659999999999998e-07,0.0,0.0
1.468e-07,0.0,0.0
1.4699999999999998e-07,0.0,0.0
1.472e-07,0.0,0.0
1.4739999999999998e-07,0.0,0.0
1.476e-07,0.0,0.0
1.4779999999999999e-07,0.0,0.0
1.4799999999999998e-07,0.0,0.0
1.482e-07,0.0,0.0
1.4839999999999998e-07,0.0,0.0
1.486e-07,0.0,0.0
1.4879999999999998e-07,0.0,0.0
1.49e-07,0.0,0.0
1.4919999999999999e-07,0.0,0.0
1.4939999999999997e-07,0.0,0.0
1.496e-07,0.0,0.0
1.4979999999999998e-07,0.0,0.0
1.5e-07,0.0,0.0
1.5019999999999998e-07,0.0,0.0
1.504e-07,0.0,0.0
1.5059999999999999e-07,0.0,0.0
1.5079999999999997e-07,0.0,0.0
1.51e-07,0.0,0.0
1.5119999999999998e-07,0.0,0.0
1.514e-07,0.0,0.0
1.5159999999999998e-07,0.0,0.0
1.518e-07,0.0,0.0
1.5199999999999998e-07,0.0,0.0
1.5219999999999997e-07,0.0,0.0
1.524e-07,0.0,0.0
1.5259999999999998e-07,0.0,0.0
1.528e-07,0.0,0.0
1.5299999999999998e-07,0.0,0.0
1.532e-07,0.0,0.0
1.5339999999999998e-07,0.0,0.0
1.536e-07,0.0,0.0
1.538e-07,0.0,0.0
1.5399999999999998e-07,0.0,0.0
1.542e-07,0.0,0.0
1.5439999999999998e-07,0.0,0.0
1.546e-07,0.0,0.0
1.5479999999999998e-07,0.0,0.0
1.55e-07,0.0,0.0
1.552e-07,0.0,0.0
1.5539999999999998e-07,0.0,0.0
1.556e-07,0.0,0.0
1.5579999999999998e-07,0.0,0.0
1.56e-07,0.0,0.0
1.5619999999999998e-07,0.0,0.0
1.564e-07,0.0,0.0
1.5659999999999999e-07,0.0,0.0
1.5679999999999997e-07,0.0,0.0
1.57e-07,0.0,0.0
1.5719999999999998e-07,0.0,0.0
